CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,vri_name1,Total Incidents
06/01/2020,00:00:00,2A,6700 MORAVIA PARK DR,RAPE,O,OTHER,,NORTHEAST,PULASKI INDUSTRIAL AREA,,,,OTHER - OUTSIDE,,1
06/01/2020,18:32:00,2A,3200 AUCHENTOROLY TER,RAPE,I,OTHER,732.0,WESTERN,WOODBROOK,-76.647174880167,39.317682863471,,ROW/TOWNHOUSE-OCC,,1
05/31/2020,02:00:00,2A,3300 RAMONA AVE,RAPE,I,OTHER,432.0,NORTHEAST,BELAIR-EDISON,-76.564234698762,39.323710555626,,APT/CONDO - OCCUPIED,Northeastern,1
05/29/2020,22:30:00,2A,5100 FALLS RD,RAPE,I,OTHER,534.0,NORTHERN,CROSS KEYS,-76.644335073148,39.355957036574004,,HOTEL/MOTEL,,1
05/25/2020,08:00:00,2A,2200 PENROSE AVE,RAPE,I,OTHER,714.0,WESTERN,PENROSE/FAYETTE ST OUTREACH,-76.65173373283301,39.291199548986,,ROW/TOWNHOUSE-OCC,,1
05/24/2020,18:30:00,2A,5200 FRANKFORD AVE,RAPE,,OTHER,443.0,NORTHEAST,FRANKFORD,-76.540991941299,39.326082164389,,,,1
05/23/2020,01:00:00,2A,2400 LAKEVIEW AVE,RAPE,I,OTHER,133.0,CENTRAL,RESERVOIR HILL,-76.63253997675601,39.31556673345,,ROW/TOWNHOUSE-OCC,,1
05/20/2020,00:01:00,2A,800 N STREEPER ST,RAPE,,OTHER,333.0,EASTERN,MADISON EASTEND,-76.57750983559801,39.300512780113,,,,1
05/18/2020,05:00:00,2A,4600 PALL MALL RD,RAPE,I,OTHER,532.0,NORTHERN,PARKLANE,-76.665042896673,39.342464867366,,HOSP/NURS. HOME,,1
05/17/2020,03:30:00,2A,700 EDMONDSON AVE,RAPE,,OTHER,121.0,CENTRAL,HERITAGE CROSSING,-76.630455822334,39.296096734819,,,Central,1
05/17/2020,05:00:00,2A,6700 DULUTH AVE,RAPE,I,OTHER,234.0,SOUTHEAST,GRACELAND PARK,-76.533562704589,39.278324355514,,ROW/TOWNHOUSE-OCC,,1
05/16/2020,05:00:00,2A,5800 REISTERSTOWN RD,RAPE,I,OTHER,631.0,NORTHWEST,REISTERSTOWN STATION,-76.694623902675,39.350673329224,,HOTEL/MOTEL,,1
05/15/2020,13:16:00,2A,5300 GOODNOW RD,RAPE,I,OTHER,443.0,NORTHEAST,FRANKFORD,-76.54305247698001,39.323619862962,,ROW/TOWNHOUSE-OCC,,1
05/13/2020,19:30:00,2A,200 N GAY ST,RAPE,I,OTHER,111.0,EASTERN,JONESTOWN,-76.608557086753,39.292633218664996,,HOTEL/MOTEL,,1
05/13/2020,22:30:00,2A,1600 N PULASKI ST,RAPE,I,OTHER,735.0,WESTERN,EASTERWOOD,-76.651186943916,39.306679370951,,ROW/TOWNHOUSE-OCC,Western,1
05/11/2020,21:35:00,2A,2400 WINCHESTER ST,RAPE,O,OTHER,723.0,WESTERN,BRIDGEVIEW/GREENLAWN,-76.655248559057,39.301726319202,,OTHER - OUTSIDE,,1
05/10/2020,12:30:00,2A,300 SAINT PAUL PL,RAPE,,OTHER,111.0,CENTRAL,DOWNTOWN,-76.613934846802,39.292374120953,,,,1
05/08/2020,01:00:00,2A,1100 STEELTON AVE,RAPE,,OTHER,234.0,SOUTHEAST,GRACELAND PARK,-76.536255928246,39.281199861416,,,,1
05/02/2020,15:00:00,2A,500 E BALTIMORE ST,RAPE,O,OTHER,111.0,CENTRAL,DOWNTOWN,-76.608865588781,39.289856038157,,BUS/AUTO,,1
04/30/2020,01:00:00,2A,1400 W 37TH ST,RAPE,I,OTHER,531.0,NORTHERN,HAMPDEN,-76.639051526297,39.331760754341005,,ROW/TOWNHOUSE-OCC,,1
04/29/2020,20:00:00,2A,900 STOLL ST,RAPE,O,OTHER,913.0,SOUTHERN,BROOKLYN,-76.59908440959,39.230351721476005,,BUS/AUTO,,1
04/20/2020,17:00:00,2A,2800 PARKWOOD AVE,RAPE,,OTHER,732.0,WESTERN,WOODBROOK,-76.646227931925,39.315248007666,,,Western,1
04/19/2020,00:40:00,2A,900 WILMOT CT,RAPE,I,OTHER,324.0,EASTERN,OLDTOWN,-76.604798108999,39.299190587822,,ROW/TOWNHOUSE-OCC,,1
04/18/2020,15:27:00,2A,5800 REISTERSTOWN RD,RAPE,,OTHER,631.0,NORTHWEST,REISTERSTOWN STATION,-76.694623902675,39.350673329224,,,,1
04/17/2020,12:00:00,2A,3300 OAKFIELD AVE,RAPE,O,OTHER,621.0,NORTHWEST,CENTRAL FOREST PARK,-76.686867178887,39.324751649814,,PARK,,1
04/09/2020,18:00:00,2A,1800 PENNSYLVANIA AVE,RAPE,I,OTHER,123.0,CENTRAL,UPTON,-76.635686123744,39.304297913558,,ROW/TOWNHOUSE-VAC,,1
04/08/2020,16:59:00,2A,6300 GREENSPRING AVE,RAPE,I,OTHER,632.0,NORTHWEST,CHESWOLDE,-76.681646119082,39.369836955433996,,APT/CONDO - OCCUPIED,,1
04/04/2020,18:00:00,2A,2900 E MONUMENT ST,RAPE,I,OTHER,333.0,EASTERN,ELLWOOD PARK/MONUMEN,-76.576448065361,39.29899959478,,ROW/TOWNHOUSE-OCC,,1
04/02/2020,16:32:00,2B,1200 RIDGELY ST,RAPE,O,OTHER,941.0,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,-76.626517012755,39.277647354863,,STREET,,1
03/30/2020,10:45:00,2B,2900 CLEARVIEW AVE,RAPE,I,OTHER,424.0,NORTHEAST,NORTH HARFORD ROAD,-76.547126606847,39.370600160739,,ROW/TOWNHOUSE-OCC,,1
03/29/2020,13:30:00,2A,700 MOUNT HOLLY ST,RAPE,,OTHER,815.0,SOUTHWEST,EDMONDSON VILLAGE,-76.67982695449601,39.295706941072,,,,1
03/28/2020,21:00:00,2A,1800 RUXTON AVE,RAPE,O,OTHER,723.0,WESTERN,COPPIN HEIGHTS/ASHBU,-76.65501275663901,39.308980773677,,STREET,Western,1
03/25/2020,13:00:00,2B,1600 EDISON HWY,RAPE,I,OTHER,332.0,EASTERN,BEREA,-76.573111808877,39.309769940151,,APT/CONDO - OCCUPIED,,1
03/23/2020,22:30:00,2A,4000 DERBY MANOR DR,RAPE,O,OTHER,533.0,CENTRAL,GREENSPRING,-76.658419564729,39.336060757597,,STREET,,1
03/22/2020,09:00:00,2A,3800 FAIRVIEW AVE,RAPE,I,OTHER,623.0,NORTHWEST,CONCERNED CITIZENS O,-76.681965326426,39.324258910348,,ROW/TOWNHOUSE-OCC,,1
03/20/2020,08:05:00,2A,1800 ORLEANS ST,RAPE,,OTHER,321.0,EASTERN,DUNBAR,-76.59131630689001,39.295328658036,,,,1
03/19/2020,23:00:00,2A,0 W BALTIMORE ST,RAPE,,OTHER,114.0,CENTRAL,DOWNTOWN,-76.615427526318,39.289583482407,,,,1
03/19/2020,06:00:00,2A,3000 CHESTERFIELD AVE,RAPE,I,OTHER,432.0,NORTHEAST,BELAIR-EDISON,-76.569374353974,39.324429604184,,ROW/TOWNHOUSE-OCC,Northeastern,1
03/19/2020,19:00:00,2A,3400 E FAYETTE ST,RAPE,I,OTHER,223.0,SOUTHEAST,BALTIMORE HIGHLANDS,-76.569011167453,39.294835787131,,ROW/TOWNHOUSE-OCC,,1
03/15/2020,20:00:00,2A,4100 FAIRFAX RD,RAPE,,OTHER,624.0,NORTHWEST,WINDSOR HILLS,-76.686637936506,39.320471019418996,,,,1
03/13/2020,00:30:00,2A,2100 HARFORD RD,RAPE,,OTHER,312.0,EASTERN,DARLEY PARK,-76.597743134978,39.314309849482,,,Eastern 1,1
03/13/2020,00:00:00,2A,1700 SHERWOOD AVE,RAPE,,OTHER,415.0,NORTHEAST,LOCH RAVEN,-76.581232333484,39.360159957038995,,,,1
03/08/2020,05:00:00,2A,0 E FRANKLIN ST,RAPE,I,OTHER,124.0,CENTRAL,MOUNT VERNON,-76.61483111759699,39.295203729141,,ROW/TOWNHOUSE-OCC,,1
03/07/2020,20:50:00,2A,3200 LAKE AVE,RAPE,I,OTHER,432.0,NORTHEAST,BELAIR-EDISON,-76.5701494578,39.321590812861,,ROW/TOWNHOUSE-OCC,Northeastern,1
03/04/2020,16:48:00,2A,3400 LEVERTON AVE,RAPE,I,OTHER,223.0,SOUTHEAST,BALTIMORE HIGHLANDS,-76.568154186398,39.291921822512,,ROW/TOWNHOUSE-OCC,,1
03/04/2020,19:00:00,2A,1400 WALKER AVE,RAPE,I,OTHER,414.0,NORTHEAST,IDLEWOOD,-76.585657431561,39.370451294032996,,ROW/TOWNHOUSE-OCC,,1
03/03/2020,13:35:00,2A,800 N WOLFE ST,RAPE,I,OTHER,321.0,EASTERN,MIDDLE EAST,-76.591020126151,39.299614946411,,OTHER - INSIDE,,1
03/03/2020,12:00:00,2A,3800 GREENSPRING AVE,RAPE,,OTHER,612.0,NORTHWEST,WOODBERRY,-76.655865629734,39.334611576106,,,,1
03/02/2020,07:45:00,2A,0 S GREENE ST,RAPE,I,OTHER,121.0,CENTRAL,UNIVERSITY OF MARYLA,-76.623694842265,39.288377775121,,ROW/TOWNHOUSE-OCC,,1
03/02/2020,00:00:00,2A,3400 CARDENAS AVE,RAPE,I,OTHER,432.0,NORTHEAST,BELAIR-EDISON,-76.574540259276,39.323734818583,,ROW/TOWNHOUSE-OCC,,1
03/01/2020,00:01:00,2A,1400 BLOOMFIELD AVE,RAPE,I,OTHER,832.0,SOUTHWEST,VIOLETVILLE,-76.666629659535,39.261793153926,,ROW/TOWNHOUSE-OCC,,1
02/29/2020,20:00:00,2A,100 N SCHROEDER ST,RAPE,O,OTHER,712.0,WESTERN,POPPLETON,-76.633785264405,39.289965900341,,STREET,,1
02/24/2020,14:00:00,2A,2200 GREENMOUNT AVE,RAPE,O,OTHER,311.0,EASTERN,BARCLAY,-76.60954446544599,39.31491274505,,STREET,,1
02/24/2020,05:40:00,2B,2800 GARRISON BLVD,RAPE,,OTHER,624.0,NORTHWEST,GARWYN OAKS,-76.676915232588,39.319342167792,,,,1
02/24/2020,09:00:00,2A,500 N ROBINSON ST,RAPE,I,OTHER,224.0,SOUTHEAST,ELLWOOD PARK/MONUMEN,-76.572926336397,39.297317534947,,ROW/TOWNHOUSE-OCC,,1
02/22/2020,10:00:00,2A,2300 ORLEANS ST,RAPE,I,OTHER,221.0,SOUTHEAST,PATTERSON PLACE,-76.584061510372,39.295473164062,,DOCTORS OFFICE,,1
02/20/2020,22:40:00,2A,3700 E LOMBARD ST,RAPE,,OTHER,223.0,SOUTHEAST,BALTIMORE HIGHLANDS,-76.566500752914,39.29136227672,,,,1
02/16/2020,08:00:00,2A,900 BROOKS LN,RAPE,,OTHER,133.0,CENTRAL,RESERVOIR HILL,-76.63722995529,39.315613514942,,,,1
02/15/2020,23:00:00,2A,1200 WARD ST,RAPE,,OTHER,932.0,SOUTHERN,WASHINGTON VILLAGE,-76.633682262115,39.281020902259,,,,1
02/15/2020,17:30:00,2A,2000 RAMSAY ST,RAPE,I,OTHER,934.0,SOUTHERN,CARROLLTON RIDGE,-76.648835662751,39.282987762013995,,ROW/TOWNHOUSE-OCC,Tri-District,1
02/09/2020,20:00:00,2A,3900 LIBERTY HEIGHTS AVE,RAPE,,OTHER,621.0,NORTHWEST,DORCHESTER/GRAN-BARR,-76.682560723405,39.327479087768005,,,,1
02/06/2020,09:00:00,2A,4300 6TH ST,RAPE,,OTHER,913.0,CENTRAL,BROOKLYN,-76.600608648559,39.227269534795,,,,1
02/02/2020,09:00:00,2A,2000 EAGLE ST,RAPE,I,OTHER,934.0,SOUTHERN,CARROLLTON RIDGE,-76.64779245427201,39.280769161170994,,ROW/TOWNHOUSE-OCC,,1
02/02/2020,23:00:00,2A,3700 ELDORADO AVE,RAPE,,OTHER,622.0,NORTHWEST,DORCHESTER/GRAN-BARR,-76.690422554901,39.331745364359996,,,,1
02/01/2020,14:00:00,2A,600 CATOR AVE,RAPE,I,OTHER,525.0,NORTHERN,PEN LUCY,-76.607348035139,39.338922599148,,ROW/TOWNHOUSE-OCC,,1
01/30/2020,09:00:00,2A,0 W CONWAY ST,RAPE,,OTHER,941.0,SOUTHERN,OTTERBEIN,-76.614745183718,39.284042099593,,,,1
01/29/2020,11:00:00,2A,400 S NEWKIRK ST,RAPE,I,OTHER,233.0,SOUTHEAST,GREEKTOWN,-76.556559780689,39.287751238232005,,ROW/TOWNHOUSE-OCC,,1
01/24/2020,11:50:00,2A,1300 BONSAL ST,RAPE,,OTHER,231.0,SOUTHEAST,MEDFORD/BROENING MAN,-76.54460074810001,39.279193022449,,,,1
01/23/2020,15:00:00,2A,400 CORNWALL ST,RAPE,I,OTHER,232.0,SOUTHEAST,JOSEPH LEE,-76.54483131867799,39.288727662972995,,ROW/TOWNHOUSE-OCC,,1
01/21/2020,13:00:00,2A,5200 GALLAGHER CT,RAPE,I,OTHER,521.0,NORTHERN,LOYOLA/NOTRE DAME,-76.611380295754,39.351868389515,,ROW/TOWNHOUSE-OCC,,1
01/20/2020,14:00:00,2A,7200 WALLIS AV,RAPE,I,OTHER,632.0,NORTHWEST,CROSS COUNTRY,-76.706077291501,39.369173171602995,,ROW/TOWNHOUSE-OCC,,1
01/18/2020,01:00:00,2A,2000 EAGLE ST,RAPE,,OTHER,934.0,SOUTHERN,CARROLLTON RIDGE,-76.64822353484199,39.280621281550005,,,,1
01/17/2020,08:00:00,2B,200 AISQUITH ST,RAPE,O,OTHER,211.0,SOUTHEAST,PLEASENT VIEW GARDENS,-76.60165493532699,39.293974420672996,,OTHER - OUTSIDE,,1
01/07/2020,00:00:00,2A,2600 TOLLEY ST,RAPE,I,OTHER,831.0,SOUTHWEST,MORRELL PARK,-76.650872101026,39.26350467823,,ROW/TOWNHOUSE-OCC,,1
01/07/2020,17:30:00,2A,300 SAINT PAUL ST,RAPE,,OTHER,111.0,CENTRAL,DOWNTOWN,-76.613470439597,39.292416314899995,,,,1
01/03/2020,20:30:00,2A,900 AISQUITH ST,RAPE,I,OTHER,324.0,EASTERN,OLDTOWN,-76.602043515341,39.300237680644,,ROW/TOWNHOUSE-OCC,,1
01/02/2020,04:00:00,2A,600 SMITHSON ST,RAPE,,OTHER,123.0,CENTRAL,UPTON,-76.634869570937,39.301121047956,,,Central,1
12/31/2019,16:00:00,2A,6700 HOLABIRD AVE,RAPE,,OTHER,234.0,SOUTHEAST,GRACELAND PARK,-76.53080836276301,39.272494854879,,,,1
12/31/2019,16:00:00,2A,6300 PIONEER DR,RAPE,I,OTHER,423.0,NORTHEAST,HARFORD-ECHODALE-PER,-76.57229651370301,39.363327835878,,ROW/TOWNHOUSE-OCC,,1
12/29/2019,22:00:00,2A,5500 WHITBY RD,RAPE,I,OTHER,444.0,NORTHEAST,CEDONIA,-76.530198263706,39.335279562564004,,ROW/TOWNHOUSE-OCC,,1
12/26/2019,09:00:00,2A,3000 ORLANDO AVE,RAPE,I,OTHER,424.0,NORTHEAST,WOODRING,-76.54773975433099,39.366931372424,,ROW/TOWNHOUSE-OCC,,1
12/25/2019,21:30:00,2A,200 S BEECHFIELD AVE,RAPE,O,OTHER,822.0,SOUTHWEST,TREMONT,-76.69304971489001,39.282145093406,,PARKING LOT-OUTSIDE,,1
12/19/2019,22:53:00,2A,1900 CECIL AVE,RAPE,I,OTHER,312.0,EASTERN,EAST BALTIMORE MIDWA,-76.605241689247,39.312221060664,,ROW/TOWNHOUSE-OCC,,1
12/16/2019,09:00:00,2A,6500 FRANKFORD AVE,RAPE,,OTHER,441.0,NORTHEAST,PULASKI INDUSTRIAL AREA,-76.540426480585,39.314095350643,,,,1
12/15/2019,21:30:00,2A,4500 VIRGINIA AVE,RAPE,,OTHER,913.0,SOUTHERN,BROOKLYN,-76.59770335357601,39.223600761789,,,,1
12/10/2019,22:10:00,2A,2200 FLEETWOOD AVE,RAPE,,OTHER,423.0,NORTHEAST,HARFORD-ECHODALE-PER,-76.568109429375,39.367150070626,,,,1
12/10/2019,00:00:00,2A,2100 CALLOW AVE,RAPE,I,OTHER,133.0,CENTRAL,RESERVOIR HILL,-76.631341108489,39.311749792654,,ROW/TOWNHOUSE-OCC,,1
12/05/2019,01:45:00,2B,100 E REDWOOD ST,RAPE,I,OTHER,111.0,CENTRAL,DOWNTOWN,-76.61283047396,39.288939116748,,HOTEL/MOTEL,,1
12/03/2019,22:00:00,2A,200 W MONUMENT ST,RAPE,,OTHER,124.0,CENTRAL,MOUNT VERNON,-76.61928739205901,39.297461032708995,,,,1
12/03/2019,21:00:00,2A,600 N CHESTER ST,RAPE,O,OTHER,321.0,EASTERN,MIDDLE EAST,-76.58788168458399,39.297674329619,,BUS/AUTO,,1
12/02/2019,17:00:00,2A,0 E FRANKLIN ST,RAPE,I,OTHER,124.0,CENTRAL,MOUNT VERNON,-76.61483111759699,39.295203729141,,ROW/TOWNHOUSE-OCC,,1
11/30/2019,10:15:00,2A,300 SAINT PAUL PL,RAPE,O,OTHER,111.0,CENTRAL,DOWNTOWN,-76.613934846802,39.292374120953,,STREET,,1
11/30/2019,20:00:00,2A,0 N CATHERINE ST,RAPE,O,OTHER,835.0,SOUTHWEST,SHIPLEY HILL,-76.656435956753,39.288150162781,,STREET,,1
11/29/2019,12:49:00,2A,3000 PULASKI HWY,RAPE,I,OTHER,224.0,SOUTHEAST,ELLWOOD PARK/MONUMEN,-76.574807466577,39.295222452707,,ROW/TOWNHOUSE-OCC,,1
11/29/2019,18:00:00,2A,900 WHEELER AVE,RAPE,O,OTHER,723.0,WESTERN,BRIDGEVIEW/GREENLAWN,-76.654975546497,39.299100697691,,ALLEY,,1
11/28/2019,12:45:00,2B,3900 FAIRHAVEN AVE,RAPE,I,OTHER,911.0,SOUTHERN,CURTIS BAY,-76.590470080416,39.229677949363,,ROW/TOWNHOUSE-OCC,,1
11/27/2019,01:30:00,2A,3700 2ND ST,RAPE,I,OTHER,913.0,SOUTHERN,BROOKLYN,-76.60907125746199,39.237093772386,,ROW/TOWNHOUSE-OCC,,1
11/26/2019,11:00:00,2A,1900 RIDGEHILL AVE,RAPE,I,OTHER,731.0,WESTERN,MONDAWMIN,-76.649265710883,39.311294352687,,OTHER - INSIDE,Western,1
11/25/2019,20:10:00,2A,400 N WASHINGTON ST,RAPE,I,OTHER,321.0,EASTERN,MIDDLE EAST,-76.589388795375,39.296185389952,,ROW/TOWNHOUSE-VAC,,1
11/23/2019,18:30:00,2A,0 SOUTH ST,RAPE,I,OTHER,111.0,CENTRAL,DOWNTOWN,-76.610926405237,39.289650208402,,OFFICE BUILDING,,1
11/22/2019,17:01:00,2A,2500 GARRETT AVE,RAPE,I,OTHER,411.0,NORTHEAST,COLDSTREAM HOMESTEAD,-76.598816787487,39.31889943524,,ROW/TOWNHOUSE-OCC,,1
11/20/2019,23:00:00,2A,4500 CHARLES ST,RAPE,,OTHER,521.0,NORTHERN,LOYOLA/NOTRE DAME,-76.622260671891,39.345920510707,,,,1
11/20/2019,00:01:00,2A,2100 AIKEN ST,RAPE,O,OTHER,312.0,EASTERN,EAST BALTIMORE MIDWA,-76.599900735895,39.314667935473,,OTHER - OUTSIDE,Eastern 1,1
11/20/2019,05:18:00,2A,1200 N FREMONT AVE,RAPE,I,OTHER,724.0,WESTERN,SANDTOWN-WINCHESTER,-76.63642246363001,39.302538397737,,OTHER/RESIDENTIAL,Central,1
11/19/2019,11:30:00,2A,500 E CHASE ST,RAPE,,OTHER,313.0,EASTERN,JOHNSTON SQUARE,-76.609466377609,39.302560657600004,,,,1
11/19/2019,18:00:00,2A,600 PONTIAC AVE,RAPE,O,OTHER,913.0,SOUTHERN,BROOKLYN,-76.602775423828,39.235285402877004,,STREET,Brooklyn,1
11/16/2019,15:00:00,2A,5500 HOLABIRD AVE,RAPE,I,OTHER,231.0,SOUTHEAST,CANTON INDUSTRIAL AREA,-76.548431988292,39.271840802555,,OTHER - INSIDE,,1
11/15/2019,16:30:00,2A,200 N GILMOR ST,RAPE,O,OTHER,711.0,WESTERN,FRANKLIN SQUARE,-76.642574512216,39.290761210128004,,ALLEY,,1
11/11/2019,17:00:00,2A,200 S LINWOOD AVE,RAPE,,OTHER,221.0,SOUTHEAST,PATTERSON PARK,-76.57609380506699,39.289879244920996,,,,1
11/11/2019,20:00:00,2A,0 E MADISON ST,RAPE,I,OTHER,124.0,CENTRAL,MOUNT VERNON,-76.6148895,39.298699857169,,APT/CONDO - OCCUPIED,,1
11/07/2019,17:35:00,2A,1900 E NORTHERN PKWY,RAPE,,OTHER,415.0,NORTHEAST,LOCH RAVEN,-76.58108349960999,39.367249475029,,,,1
11/03/2019,03:00:00,2A,0 CHERRY HILL RD,RAPE,I,OTHER,922.0,SOUTHERN,MIDDLE BRANCH/REEBIRD PARKS,-76.615506947165,39.253263474956,,ROW/TOWNHOUSE-OCC,,1
11/02/2019,01:00:00,2A,300 W LOMBARD ST,RAPE,I,OTHER,114.0,CENTRAL,INNER HARBOR,-76.61934049122401,39.287512983172995,,HOTEL/MOTEL,,1
11/01/2019,00:01:00,2A,2200 RIGGS AVE,RAPE,,OTHER,723.0,WESTERN,BRIDGEVIEW/GREENLAWN,-76.652526196368,39.300792025967,,,,1
11/01/2019,01:00:00,2A,400 FONTHILL AVE,RAPE,,OTHER,832.0,SOUTHWEST,GWYNNS FALLS,-76.663495778793,39.278788018378,,,,1
10/30/2019,17:56:00,2A,2400 WOODBROOK AVE,RAPE,I,OTHER,733.0,WESTERN,PENN NORTH,-76.64219322996999,39.311245314169,,ROW/TOWNHOUSE-OCC,Western,1
10/30/2019,11:15:00,2A,3800 SEQUOIA AVE,RAPE,,OTHER,623.0,NORTHWEST,CALLAWAY-GARRISON,-76.68007990168199,39.332247839367,,,,1
10/29/2019,00:01:00,2A,2400 BARCLAY ST,RAPE,I,OTHER,311.0,EASTERN,BARCLAY,-76.61132790011699,39.316607735397,,ROW/TOWNHOUSE-OCC,,1
10/29/2019,15:00:00,2A,2500 SAINT PAUL ST,RAPE,I,OTHER,512.0,NORTHERN,CHARLES VILLAGE,-76.615372123308,39.318541689474,,SCHOOL,,1
10/24/2019,07:00:00,2A,500 N CALVERT ST,RAPE,I,OTHER,124.0,CENTRAL,MOUNT VERNON,-76.612780894197,39.295260278329,,OTHER - INSIDE,,1
10/22/2019,23:11:00,2B,4900 CRENSHAW AVE,RAPE,I,OTHER,443.0,NORTHEAST,FRANKFORD,-76.546687617299,39.328494100558,,ROW/TOWNHOUSE-OCC,,1
10/20/2019,23:00:00,2A,3500 ROUND RD,RAPE,,OTHER,922.0,SOUTHERN,CHERRY HILL,-76.623425324422,39.242813622109,,,,1
10/20/2019,06:00:00,2A,300 SAINT PAUL ST,RAPE,,OTHER,111.0,CENTRAL,DOWNTOWN,-76.613470439597,39.292416314899995,,,,1
10/18/2019,23:00:00,2A,300 SAINT PAUL PL,RAPE,,OTHER,111.0,CENTRAL,DOWNTOWN,-76.613934846802,39.292374120953,,,,1
10/18/2019,18:00:00,2A,1200 N MONTFORD AVE,RAPE,I,OTHER,331.0,EASTERN,BROADWAY EAST,-76.58418284893699,39.305345376741,,ROW/TOWNHOUSE-OCC,Eastern 2,1
10/16/2019,04:00:00,2A,5700 KEY AVE,RAPE,I,OTHER,632.0,NORTHWEST,GLEN,-76.678430007345,39.35765629641,,ROW/TOWNHOUSE-OCC,,1
10/16/2019,08:45:00,2B,1700 N CALHOUN ST,RAPE,,OTHER,734.0,WESTERN,SANDTOWN-WINCHESTER,-76.643715458603,39.308068704337,,,Western,1
10/14/2019,07:00:00,2A,1200 STODDARD CT,RAPE,O,OTHER,123.0,CENTRAL,UPTON,-76.62717109193001,39.301107739189,,ALLEY,,1
10/13/2019,16:00:00,2A,5800 PULASKI HWY,RAPE,,OTHER,433.0,NORTHEAST,ARMISTEAD GARDENS,-76.548525208962,39.301877849427,,,,1
10/12/2019,00:00:00,2A,1900 E 20TH ST,RAPE,,OTHER,331.0,EASTERN,SOUTH CLIFTON PARK,-76.591220314005,39.313091780096,,,,1
10/12/2019,00:00:00,2A,1900 E 20TH ST,RAPE,I,OTHER,331.0,EASTERN,SOUTH CLIFTON PARK,-76.591220314005,39.313091780096,,ROW/TOWNHOUSE-OCC,,1
10/09/2019,11:22:00,2A,3700 NORTONIA RD,RAPE,I,OTHER,812.0,SOUTHWEST,FAIRMOUNT,-76.682435413299,39.308819978608,,ROW/TOWNHOUSE-OCC,,1
10/08/2019,18:32:00,2A,2200 WALBROOK AVE,RAPE,I,OTHER,731.0,WESTERN,MONDAWMIN,-76.652906899708,39.310769675833996,,ROW/TOWNHOUSE-OCC,Western,1
10/07/2019,18:38:00,2B,3000 WATERVIEW AVE,RAPE,O,OTHER,922.0,SOUTHERN,MIDDLE BRANCH/REEBIRD PARKS,-76.629240977915,39.257155133012,,OTHER - OUTSIDE,,1
10/05/2019,20:00:00,2A,2000 WHEELER AVE,RAPE,I,OTHER,731.0,WESTERN,MONDAWMIN,-76.655778973303,39.310658656507,,ROW/TOWNHOUSE-OCC,Western,1
10/04/2019,18:00:00,2A,2500 LAURETTA AVE,RAPE,I,OTHER,721.0,WESTERN,ROSEMONT HOMEOWNERS,-76.657478476679,39.293913534454,,ROW/TOWNHOUSE-OCC,,1
10/03/2019,01:23:00,2A,2000 E OLIVER ST,RAPE,I,OTHER,331.0,EASTERN,BROADWAY EAST,-76.589613615719,39.307610839954,,ROW/TOWNHOUSE-OCC,,1
10/02/2019,21:00:00,2A,500 ALLENDALE ST,RAPE,I,OTHER,824.0,SOUTHWEST,ALLENDALE,-76.67837344389301,39.292719416736,,ROW/TOWNHOUSE-OCC,,1
10/01/2019,23:00:00,2A,600 LINNARD ST,RAPE,I,OTHER,815.0,SOUTHWEST,EDMONDSON VILLAGE,-76.676477078096,39.294551192588,,OTHER/RESIDENTIAL,,1
10/01/2019,16:20:00,2A,600 WYANOKE AVE,RAPE,I,OTHER,525.0,NORTHERN,PEN LUCY,-76.607120062674,39.337397998018,,ROW/TOWNHOUSE-OCC,,1
09/29/2019,08:00:00,2A,0 W SARATOGA ST,RAPE,,OTHER,114.0,CENTRAL,DOWNTOWN,-76.616090336013,39.292863454984,,,,1
09/28/2019,01:14:00,2B,900 W FAYETTE ST,RAPE,I,OTHER,712.0,WESTERN,POPPLETON,-76.632592016125,39.290021455917,,ROW/TOWNHOUSE-OCC,,1
09/26/2019,00:30:00,2A,3900 COLCHESTER RD,RAPE,I,OTHER,832.0,SOUTHWEST,OAKLEE,-76.68461494534199,39.267579506894,,ROW/TOWNHOUSE-OCC,,1
09/25/2019,17:00:00,2A,1600 ARGONNE DR,RAPE,,OTHER,412.0,NORTHEAST,HILLEN,-76.59002736620201,39.340058682075,,,,1
09/24/2019,15:04:00,2A,200 E UNIVERSITY PKWY,RAPE,O,OTHER,512.0,NORTHERN,CHARLES VILLAGE,-76.61502108612099,39.330673034282,,BUS/AUTO,,1
09/23/2019,15:00:00,2B,100 JEFFREY ST,RAPE,I,OTHER,913.0,SOUTHERN,BROOKLYN,-76.610951176875,39.235450892045996,,ROW/TOWNHOUSE-OCC,,1
09/23/2019,11:00:00,2A,300 E MADISON ST,RAPE,,OTHER,124.0,CENTRAL,PEN-FALLSWAY,-76.611505051887,39.29883153577,,,,1
09/21/2019,02:45:00,2A,600 LUCIA AVE,RAPE,I,OTHER,833.0,SOUTHWEST,YALE HEIGHTS,-76.692191650395,39.273547860049,,ROW/TOWNHOUSE-OCC,,1
09/18/2019,11:03:00,2B,2000 KENNEDY AVE,RAPE,,OTHER,312.0,EASTERN,EAST BALTIMORE MIDWA,-76.604227938779,39.313170751105,,,Eastern 1,1
