CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,vri_name1,Total Incidents
01/05/2017,23:00:00,2A,1400 MOUNTMOR CT,RAPE,,OTHER,734.0,WESTERN,SANDTOWN-WINCHESTER,-76.644448758772,39.304721855182,,,,1
01/02/2017,00:00:00,2A,3900 S HANOVER ST,RAPE,,OTHER,913.0,SOUTHERN,BROOKLYN,-76.61135976513799,39.234775757568,,,,1
01/01/2017,00:01:00,2A,2800 CLIFTON AVE,RAPE,,OTHER,731.0,WESTERN,BRADDISH AVE./PANWAY,-76.664861584144,39.311404981615,,,,1
01/01/2017,12:30:00,2A,6100 FAIRDEL AVE,RAPE,I,OTHER,425.0,NORTHEAST,GLENHAM-BELFORD,-76.540625522992,39.350653743847,,ROW/TOWNHOUSE-OCC,,1
01/01/2017,00:01:00,2A,1000 UNION AVE,RAPE,,OTHER,531.0,NORTHERN,HAMPDEN,-76.632996753016,39.333465773351996,,,,1
01/01/2017,07:00:00,2A,1900 W PRATT ST,RAPE,,OTHER,934.0,SOUTHERN,CARROLLTON RIDGE,-76.648186705639,39.285177004976,,,Tri-District,1
01/01/2017,00:01:00,2A,3300 RICHMOND AVE,RAPE,,OTHER,432.0,NORTHEAST,BELAIR-EDISON,-76.576158942478,39.326406267912,,,,1
01/01/2017,00:30:00,2A,2500 W BELVEDERE AVE,RAPE,I,OTHER,532.0,NORTHERN,LEVINDALE,-76.666844610703,39.352823255745,,HOSP/NURS. HOME,,1
12/29/2016,03:00:00,2A,1600 COLE ST,RAPE,O,OTHER,935.0,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,-76.642922246888,39.282249253935,,STREET,,1
12/28/2016,01:00:00,2A,3900 COLBORNE RD,RAPE,,OTHER,815.0,SOUTHWEST,EDMONDSON VILLAGE,-76.682014454567,39.297946724647005,,,,1
12/28/2016,01:00:00,2A,1000 N WOODYEAR ST,RAPE,,OTHER,724.0,WESTERN,SANDTOWN-WINCHESTER,-76.639617465731,39.300616778394,,,Central,1
12/27/2016,22:00:00,2A,1600 E 25TH ST,RAPE,I,OTHER,312.0,EASTERN,DARLEY PARK,-76.59457489933601,39.31646001318,,ROW/TOWNHOUSE-OCC,Eastern 1,1
12/27/2016,02:00:00,2B,3800 COPLEY RD,RAPE,I,OTHER,625.0,NORTHWEST,ASHBURTON,-76.67418322803199,39.332841809266,,ROW/TOWNHOUSE-OCC,,1
12/24/2016,23:00:00,2A,7100 PARK HEIGHTS,RAPE,,OTHER,423.0,NORTHEAST,HARFORD-ECHODALE-PER,-76.554038194838,39.371768086671,,,,1
12/22/2016,22:00:00,2A,3700 W FRANKLIN ST,RAPE,,OTHER,824.0,SOUTHWEST,ALLENDALE,-76.67882522617501,39.292668503603004,,,,1
12/22/2016,02:30:00,2A,2500 N HOWARD ST,RAPE,,OTHER,511.0,NORTHERN,CHARLES VILLAGE,-76.619723900611,39.318682559877,,,,1
12/22/2016,21:00:00,2A,2200 N CHARLES ST,RAPE,,OTHER,514.0,NORTHERN,CHARLES VILLAGE,-76.616810233497,39.314293276138,,,,1
12/13/2016,17:38:00,2B,1600 BRUNT ST,RAPE,O,OTHER,123.0,CENTRAL,UPTON,-76.63321186277099,39.303122887465,,PARKING LOT-OUTSIDE,Central,1
12/10/2016,02:00:00,2A,800 E 33RD ST,RAPE,I,OTHER,515.0,NORTHERN,WAVERLY,-76.604932276418,39.328567706446,,ROW/TOWNHOUSE-OCC,,1
12/10/2016,14:00:00,2A,100 W 25TH ST,RAPE,I,OTHER,512.0,NORTHERN,CHARLES VILLAGE,-76.61876158255801,39.317852194633005,,OTHER - INSIDE,,1
12/07/2016,17:30:00,2A,3400 PARK HEIGHTS AVE,RAPE,I,OTHER,612.0,NORTHWEST,PARK CIRCLE,-76.657360520707,39.327436424074,,VACANT BUILDING,,1
12/06/2016,13:00:00,2A,2800 FREDERICK AVE,RAPE,O,OTHER,835.0,SOUTHWEST,CARROLL-SOUTH HILTON,-76.660238788747,39.280696185328004,,STREET,,1
12/05/2016,09:30:00,2A,200 CHERRY HILL RD,RAPE,I,OTHER,922.0,SOUTHERN,CHERRY HILL,-76.618562388813,39.251803384926,,ROW/TOWNHOUSE-OCC,,1
12/05/2016,15:30:00,2A,100 W 39TH ST,RAPE,I,OTHER,534.0,NORTHERN,TUSCANY-CANTERBURY,-76.622303450772,39.336650399339,,ROW/TOWNHOUSE-OCC,,1
12/05/2016,18:50:00,2A,1300 RAMSAY ST,RAPE,I,OTHER,935.0,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,-76.638965213685,39.28333781626,,ROW/TOWNHOUSE-VAC,Tri-District,1
12/03/2016,02:00:00,2A,500 ROUNDVIEW RD,RAPE,I,OTHER,922.0,SOUTHERN,CHERRY HILL,-76.6201358942,39.249057580229994,,ROW/TOWNHOUSE-OCC,,1
12/03/2016,06:00:00,2A,600 S BRICE ST,RAPE,O,OTHER,934.0,SOUTHERN,CARROLLTON RIDGE,-76.648106262958,39.280660713691,,OTHER - OUTSIDE,,1
11/30/2016,20:00:00,2A,0 W NORTH AVE,RAPE,O,OTHER,134.0,CENTRAL,CHARLES NORTH,-76.61596991654899,39.310979416870005,,ALLEY,,1
11/28/2016,14:58:00,2B,600 N CENTRAL AVE,RAPE,I,OTHER,324.0,EASTERN,DUNBAR,-76.599971742789,39.297682755485,,SCHOOL,,1
11/28/2016,23:45:00,2A,1500 WASHINGTON BLVD,RAPE,I,OTHER,935.0,SOUTHERN,CARROLL PARK,-76.63817531007399,39.278531812191,,OTHER - INSIDE,,1
11/27/2016,00:00:00,2A,0 W FRANKLIN ST,RAPE,I,OTHER,124.0,CENTRAL,MOUNT VERNON,-76.615869773148,39.295171136301,,OTHER - INSIDE,,1
11/24/2016,15:00:00,2A,3700 GREENSPRING AVE,RAPE,I,OTHER,612.0,NORTHWEST,PARK CIRCLE,-76.655776861809,39.332995723429,,ROW/TOWNHOUSE-OCC,,1
11/20/2016,03:00:00,2A,3300 FLEET ST,RAPE,I,OTHER,214.0,SOUTHEAST,CANTON,-76.569292843313,39.28543810548,,ROW/TOWNHOUSE-OCC,,1
11/20/2016,14:00:00,2A,1700 E COLD SPRING LN,RAPE,I,OTHER,413.0,NORTHEAST,STONEWOOD-PENTWOOD-W,-76.587339603138,39.346037801761,,ROW/TOWNHOUSE-OCC,,1
11/18/2016,15:15:00,2A,1400 EUTAW PL,RAPE,I,OTHER,132.0,CENTRAL,MADISON PARK,-76.627274363957,39.304606417489,,ROW/TOWNHOUSE-OCC,,1
11/17/2016,03:17:00,2A,600 N CARROLLTON AVE,RAPE,O,OTHER,713.0,WESTERN,HARLEM PARK,-76.63717297555701,39.295753444419,,ALLEY,Central,1
11/15/2016,12:00:00,2A,0 N ELLWOOD AVE,RAPE,,OTHER,222.0,SOUTHEAST,BALTIMORE-LINWOOD,-76.573421738934,39.292816137814,,,,1
11/14/2016,21:54:00,2A,7400 HARFORD RD,RAPE,O,OTHER,424.0,NORTHEAST,NORTH HARFORD ROAD,-76.545589307686,39.370704623966,,ALLEY,,1
11/14/2016,16:00:00,2A,5300 PARK HEIGHTS AVE,RAPE,I,OTHER,633.0,NORTHWEST,ARLINGTON,-76.678959043731,39.349865737840005,,ROW/TOWNHOUSE-VAC,,1
11/06/2016,12:00:00,2A,1700 RUSSELL ST,RAPE,O,OTHER,941.0,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,-76.62954728970399,39.272893760186,,PARKING LOT-OUTSIDE,,1
11/04/2016,06:38:00,2A,1400 BLOOMFIELD AVE,RAPE,I,OTHER,832.0,SOUTHWEST,VIOLETVILLE,-76.666629659535,39.261793153926,,HOTEL/MOTEL,,1
11/03/2016,22:00:00,2A,700 N FREMONT AVE,RAPE,I,OTHER,713.0,WESTERN,HARLEM PARK,-76.633577799688,39.297357872875,,ROW/TOWNHOUSE-OCC,Central,1
11/01/2016,20:00:00,2A,1700 EUTAW PL,RAPE,,OTHER,132.0,CENTRAL,BOLTON HILL,-76.62978662898001,39.307232741501004,,,,1
11/01/2016,00:01:00,2A,1800 BAKER ST,RAPE,O,OTHER,734.0,WESTERN,SANDTOWN-WINCHESTER,-76.646389989304,39.306724505994,,STREET,Western,1
11/01/2016,11:30:00,2A,800 GRETNA CT,RAPE,I,OTHER,913.0,SOUTHERN,BROOKLYN,-76.600870917013,39.230358987677,,ROW/TOWNHOUSE-OCC,,1
10/31/2016,15:30:00,2A,100 E RANDALL ST,RAPE,I,OTHER,942.0,SOUTHERN,RIVERSIDE,-76.611047988093,39.27160167792,,ROW/TOWNHOUSE-VAC,,1
10/31/2016,03:00:00,2A,1900 CHRISTIAN ST,RAPE,O,OTHER,934.0,SOUTHERN,CARROLLTON RIDGE,-76.646713893162,39.282804546942,,ALLEY,Tri-District,1
10/30/2016,23:00:00,2A,2500 HARFORD RD,RAPE,O,OTHER,411.0,NORTHEAST,COLDSTREAM HOMESTEAD,-76.595347525712,39.316820286237004,,STREET,Eastern 1,1
10/29/2016,04:50:00,2A,5800 WESTERN RUN DR,RAPE,I,OTHER,632.0,NORTHWEST,CHESWOLDE,-76.675517485057,39.363184289853,,ROW/TOWNHOUSE-OCC,,1
10/29/2016,00:00:00,2A,1800 ORLEANS ST,RAPE,I,OTHER,321.0,EASTERN,DUNBAR,-76.59131630689001,39.295328658036,,HOSP/NURS. HOME,,1
10/29/2016,01:00:00,2A,600 E FAYETTE ST,RAPE,I,OTHER,111.0,CENTRAL,DOWNTOWN,-76.607690540988,39.290561821815,,ROW/TOWNHOUSE-OCC,,1
10/27/2016,01:30:00,2A,3600 W COLD SPRING LN,RAPE,O,OTHER,625.0,NORTHWEST,DOLFIELD,-76.675496848164,39.336072219740004,,ALLEY,,1
10/24/2016,19:44:00,2A,3600 ELDORADO AVE,RAPE,I,OTHER,622.0,NORTHWEST,HOWARD PARK,-76.690889746855,39.331079240564,,ROW/TOWNHOUSE-OCC,,1
10/22/2016,19:00:00,2A,600 COKEBURY AVE,RAPE,I,OTHER,312.0,EASTERN,EAST BALTIMORE MIDWA,-76.607544396391,39.3160050062,,ROW/TOWNHOUSE-OCC,,1
10/21/2016,02:15:00,2A,3300 INGLESIDE AVE,RAPE,I,OTHER,633.0,NORTHWEST,PIMLICO GOOD NEIGHBO,-76.679531404864,39.352780727467,,ROW/TOWNHOUSE-OCC,,1
10/20/2016,17:35:00,2A,1900 DRUID HILL AVE,RAPE,I,OTHER,131.0,CENTRAL,DRUID HEIGHTS,-76.634452554082,39.306843339606,,ROW/TOWNHOUSE-OCC,,1
10/20/2016,17:30:00,2A,200 S HILTON ST,RAPE,I,OTHER,835.0,SOUTHWEST,CARROLL-SOUTH HILTON,-76.672063114396,39.282386614396,,ROW/TOWNHOUSE-OCC,,1
10/18/2016,12:00:00,2A,300 E 28TH ST,RAPE,,OTHER,512.0,NORTHERN,HARWOOD,-76.613054083393,39.322156217724,,,,1
10/15/2016,10:30:00,2A,1500 N BOND ST,RAPE,I,OTHER,314.0,EASTERN,OLIVER,-76.596724223012,39.307472058807996,,ROW/TOWNHOUSE-OCC,Eastern 1,1
10/14/2016,00:01:00,2B,300 E MADISON ST,RAPE,I,OTHER,124.0,CENTRAL,PEN-FALLSWAY,-76.611505051887,39.29883153577,,ROW/TOWNHOUSE-OCC,,1
10/13/2016,13:00:00,2A,800 HARFORD CT,RAPE,I,OTHER,324.0,EASTERN,OLDTOWN,-76.604998790107,39.299171386068004,,ROW/TOWNHOUSE-OCC,,1
10/12/2016,01:50:00,2A,600 S PULASKI ST,RAPE,O,OTHER,834.0,SOUTHWEST,CARROLLTON RIDGE,-76.648799991483,39.280434873728,,ALLEY,,1
10/12/2016,14:00:00,2A,2300 HUNTER ST,RAPE,I,OTHER,514.0,NORTHERN,BARCLAY,-76.613437933933,39.315465235581,,ROW/TOWNHOUSE-OCC,,1
10/11/2016,23:00:00,2A,4200 PENNINGTON AVE,RAPE,,OTHER,911.0,SOUTHERN,CURTIS BAY,-76.588610265925,39.227527723377,,,,1
10/10/2016,03:00:00,2A,3800 4TH ST,RAPE,O,OTHER,913.0,SOUTHERN,BROOKLYN,-76.606531265131,39.234892757550995,,STREET,Brooklyn,1
10/09/2016,15:00:00,2A,1000 HERNDON CT,RAPE,I,OTHER,913.0,SOUTHERN,BROOKLYN,-76.598394372138,39.227535133421,,ROW/TOWNHOUSE-VAC,,1
10/09/2016,20:00:00,2A,900 SEAGULL AVE,RAPE,I,OTHER,922.0,SOUTHERN,CHERRY HILL,-76.621321195717,39.244570664007,,ROW/TOWNHOUSE-OCC,,1
10/08/2016,22:50:00,2A,700 N ROSE ST,RAPE,O,OTHER,333.0,EASTERN,MILTON-MONTFORD,-76.58165029597801,39.298922847866,,ALLEY,Eastern 2,1
10/08/2016,02:00:00,2B,2500 W NORTH AVE,RAPE,I,OTHER,731.0,WESTERN,MONDAWMIN,-76.657266594376,39.309550390517,,OTHER - INSIDE,,1
10/08/2016,05:53:00,2A,3400 E LOMBARD ST,RAPE,O,OTHER,222.0,SOUTHEAST,BALTIMORE HIGHLANDS,-76.569265600568,39.291404051347,,ALLEY,,1
10/07/2016,00:01:00,2A,1400 DUNDALK AVE,RAPE,O,OTHER,234.0,SOUTHEAST,MEDFORD/BROENING MAN,-76.533553738777,39.277453755611,,OTHER - OUTSIDE,,1
10/07/2016,02:00:00,2A,6100 YORK RD,RAPE,I,OTHER,522.0,NORTHERN,CEDARCROFT,-76.609935474516,39.367005208676,,OTHER - INSIDE,,1
10/05/2016,13:23:00,2B,5100 WINDSOR MILL RD,RAPE,O,OTHER,821.0,SOUTHWEST,WAKEFIELD,-76.703946368852,39.309814868852,,PARKING LOT-OUTSIDE,,1
10/03/2016,23:45:00,2A,0 LIGHT ST,RAPE,I,OTHER,111.0,CENTRAL,DOWNTOWN,-76.61365168699601,39.288718548192,,HOTEL/MOTEL,,1
10/01/2016,00:01:00,2A,700 DR BENJAMIN QUARLES PL,RAPE,I,OTHER,,CENTRAL,POPPLETON,,,,OTHER/RESIDENTIAL,,1
10/01/2016,01:00:00,2A,1100 WHITELOCK ST,RAPE,I,OTHER,133.0,CENTRAL,RESERVOIR HILL,-76.637865541683,39.312581385421,,ROW/TOWNHOUSE-OCC,,1
10/01/2016,22:00:00,2A,4300 WOODLEA AVE,RAPE,I,OTHER,443.0,NORTHEAST,FRANKFORD,-76.555275355657,39.333034293816,,OTHER/RESIDENTIAL,,1
09/25/2016,04:00:00,2A,1800 EUTAW PL,RAPE,I,OTHER,132.0,CENTRAL,BOLTON HILL,-76.630980681745,39.308205644061,,APT/CONDO - OCCUPIED,,1
09/24/2016,05:00:00,2A,2400 ETTING ST,RAPE,I,OTHER,733.0,WESTERN,PENN NORTH,-76.64122950417,39.311397211055,,ROW/TOWNHOUSE-OCC,Western,1
09/23/2016,04:00:00,2A,3100 PULASKI HWY,RAPE,O,OTHER,224.0,SOUTHEAST,ELLWOOD PARK/MONUMEN,-76.573469300969,39.295405043275,,ALLEY,,1
09/23/2016,16:00:00,2A,5600 LOCH RAVEN BLVD,RAPE,I,OTHER,414.0,NORTHEAST,LOCH RAVEN,-76.58845046430001,39.359701734167,,HOSP/NURS. HOME,,1
09/23/2016,18:00:00,2A,900 N STRICKER ST,RAPE,I,OTHER,724.0,WESTERN,SANDTOWN-WINCHESTER,-76.641603094258,39.299053839457,,HOSP/NURS. HOME,Central,1
09/21/2016,23:00:00,2A,500 N MONTFORD AVE,RAPE,I,OTHER,221.0,SOUTHEAST,MCELDERRY PARK,-76.58366058207,39.296998314885,,ROW/TOWNHOUSE-OCC,,1
09/20/2016,12:56:00,2A,1100 COVINGTON ST,RAPE,I,OTHER,943.0,SOUTHERN,RIVERSIDE,-76.607062763743,39.277513207167,,OTHER - INSIDE,,1
09/19/2016,06:00:00,2A,1200 N PATTERSON PARK AVE,RAPE,I,OTHER,331.0,EASTERN,BROADWAY EAST,-76.585463753472,39.305175859594996,,OTHER/RESIDENTIAL,Eastern 2,1
09/19/2016,08:00:00,2A,600 N PULASKI ST,RAPE,I,OTHER,722.0,WESTERN,MIDTOWN EDMONDSON,-76.650430780433,39.295716983272,,ROW/TOWNHOUSE-OCC,,1
09/17/2016,09:30:00,2A,500 S SMALLWOOD ST,RAPE,I,OTHER,834.0,SOUTHWEST,CARROLLTON RIDGE,-76.651063222521,39.281576196226,,ROW/TOWNHOUSE-OCC,Tri-District,1
09/17/2016,14:30:00,2A,3500 BRENDAN,RAPE,I,OTHER,432.0,NORTHEAST,MOUNT VERNON,-76.567456167341,39.318959374242,,ROW/TOWNHOUSE-OCC,,1
09/12/2016,15:01:00,2A,4500 GARRISON BLVD,RAPE,O,OTHER,621.0,NORTHWEST,WEST ARLINGTON,-76.684790884755,39.337725882733004,,STREET,,1
09/11/2016,03:00:00,2A,1500 EUTAW PL,RAPE,I,OTHER,132.0,CENTRAL,MADISON PARK,-76.628240932376,39.305401528782,,APT/CONDO - OCCUPIED,,1
09/06/2016,17:30:00,2A,2100 RUSSEL ST,RAPE,O,OTHER,941.0,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,-76.634764385449,39.266260981987,,STREET,,1
09/04/2016,00:01:00,2A,3200 VIONA AVE,RAPE,O,OTHER,922.0,SOUTHERN,CHERRY HILL,-76.63705858449,39.247196444555,,STREET,,1
09/04/2016,15:00:00,2A,1600 GWYNNS FALLS PKWY,RAPE,I,OTHER,732.0,WESTERN,WOODBROOK,-76.648533763839,39.317980381609004,,OTHER/RESIDENTIAL,,1
09/02/2016,15:00:00,2A,1200 N CENTRAL AVE,RAPE,I,OTHER,314.0,EASTERN,OLIVER,-76.600417608361,39.304371631098,,ROW/TOWNHOUSE-OCC,,1
09/01/2016,21:07:00,2A,500 N BRADFORD ST,RAPE,I,OTHER,221.0,SOUTHEAST,MCELDERRY PARK,-76.584260312182,39.297245781602996,,ROW/TOWNHOUSE-OCC,,1
09/01/2016,19:55:00,2A,2800 MARYLAND AVE,RAPE,I,OTHER,512.0,NORTHERN,CHARLES VILLAGE,-76.618687434182,39.321924491603,,HOSP/NURS. HOME,,1
08/30/2016,10:30:00,2A,3700 TOWANDA,RAPE,I,OTHER,612.0,NORTHWEST,PARK CIRCLE,-76.662609605735,39.330252099791004,,ROW/TOWNHOUSE-OCC,,1
08/29/2016,19:00:00,2A,4400 GARRISON BLVD,RAPE,I,OTHER,621.0,NORTHWEST,WEST ARLINGTON,-76.684795637393,39.336690632089,,ROW/TOWNHOUSE-VAC,,1
08/29/2016,14:36:00,2A,2300 SEAMON AVE,RAPE,I,OTHER,922.0,SOUTHERN,CHERRY HILL,-76.624601723649,39.253269799615005,,ROW/TOWNHOUSE-OCC,,1
08/26/2016,15:00:00,2A,900 N BENTALOU ST,RAPE,I,OTHER,723.0,WESTERN,BRIDGEVIEW/GREENLAWN,-76.653542551122,39.299180307756,,ROW/TOWNHOUSE-OCC,,1
08/25/2016,02:30:00,2A,4200 HILLSDALE RD,RAPE,O,OTHER,621.0,NORTHWEST,WEST ARLINGTON,-76.691620114955,39.338884128353,,ALLEY,,1
08/23/2016,08:00:00,2A,3000 S HANOVER ST,RAPE,O,OTHER,922.0,SOUTHERN,MIDDLE BRANCH/REEBIRD PARKS,-76.614955708575,39.251391285527,,STREET,,1
08/22/2016,03:00:00,2B,3700 PIEDMONT AVE,RAPE,I,OTHER,624.0,NORTHWEST,GARWYN OAKS,-76.679382239575,39.316027028315,,ROW/TOWNHOUSE-OCC,,1
08/21/2016,12:00:00,2A,500 HARWOOD AVE,RAPE,I,OTHER,523.0,NORTHERN,MID-GOVANS,-76.609834080976,39.357478919024,,ROW/TOWNHOUSE-VAC,,1
08/20/2016,00:00:00,2A,5000 WRIGHT AVE,RAPE,I,OTHER,433.0,NORTHEAST,ARMISTEAD GARDENS,-76.555887818089,39.30603921891,,ROW/TOWNHOUSE-OCC,,1
08/20/2016,01:00:00,2A,700 CHESTNUT HILL AVE,RAPE,I,OTHER,515.0,NORTHERN,WAVERLY,-76.605797306765,39.334248158925,,SCHOOL,,1
08/19/2016,02:06:00,2A,1300 W FAYETTE ST,RAPE,O,OTHER,711.0,WESTERN,FRANKLIN SQUARE,-76.638596429364,39.289674219331005,,ALLEY,,1
08/19/2016,23:00:00,2A,2000 E FAYETTE ST,RAPE,O,OTHER,321.0,EASTERN,MIDDLE EAST,-76.588308947083,39.294229631821,,ALLEY,,1
08/17/2016,07:18:00,2A,3500 E FAYETTE ST,RAPE,I,OTHER,223.0,SOUTHEAST,BALTIMORE HIGHLANDS,-76.568217485933,39.294860372468,,VACANT BUILDING,,1
08/15/2016,06:58:00,2A,5800 REISTERSTOWN RD,RAPE,I,OTHER,631.0,NORTHWEST,REISTERSTOWN STATION,-76.694623902675,39.350673329224,,HOTEL/MOTEL,,1
08/14/2016,22:00:00,2A,300 SAINT PAUL ST,RAPE,I,OTHER,111.0,CENTRAL,DOWNTOWN,-76.613470439597,39.292416314899995,,OTHER - INSIDE,,1
08/11/2016,05:15:00,2A,1000 PINE HEIGHTS AVE,RAPE,I,OTHER,832.0,SOUTHWEST,VIOLETVILLE,-76.67586273009401,39.270031991366,,ROW/TOWNHOUSE-OCC,,1
08/10/2016,10:30:00,2A,300 S LEHIGH ST,RAPE,I,OTHER,233.0,SOUTHEAST,GREEKTOWN,-76.558220176517,39.288720211352,,ROW/TOWNHOUSE-OCC,,1
08/08/2016,02:30:00,2A,1100 W NORTH AVE,RAPE,O,OTHER,133.0,CENTRAL,DRUID HEIGHTS,-76.635814058665,39.310267933702995,,ALLEY,,1
08/07/2016,00:30:00,2A,500 S FULTON AVE,RAPE,I,OTHER,722.0,WESTERN,NEW SOUTHWEST/MOUNT CLARE,-76.645502213185,39.294769990735,,ROW/TOWNHOUSE-VAC,,1
08/07/2016,11:00:00,2A,4000 N CHARLES ST,RAPE,I,OTHER,534.0,NORTHERN,TUSCANY-CANTERBURY,-76.618339955275,39.337630583888995,,ROW/TOWNHOUSE-OCC,,1
08/06/2016,23:00:00,2A,3600 GREENMOUNT AVE,RAPE,I,OTHER,525.0,NORTHERN,GUILFORD,-76.609524986206,39.333162787386996,,OTHER - INSIDE,,1
08/05/2016,02:00:00,2A,500 N MONROE ST,RAPE,O,OTHER,722.0,WESTERN,MIDTOWN EDMONDSON,-76.647304535624,39.2938926593,,ALLEY,,1
08/04/2016,00:30:00,2B,1900 WILHELM ST,RAPE,I,OTHER,934.0,SOUTHERN,CARROLLTON RIDGE,-76.646921007241,39.283750756184,,VACANT BUILDING,Tri-District,1
08/04/2016,02:30:00,2B,1500 RUSSELL ST,RAPE,O,OTHER,941.0,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,-76.62750093127799,39.274533082842005,,PARKING LOT-OUTSIDE,,1
08/02/2016,14:28:00,2A,3100 N CHARLES ST,RAPE,I,OTHER,511.0,NORTHERN,CHARLES VILLAGE,-76.617489838875,39.326370703582,,ROW/TOWNHOUSE-OCC,,1
08/02/2016,00:01:00,2A,600 S MONROE ST,RAPE,O,OTHER,934.0,SOUTHERN,CARROLLTON RIDGE,-76.646574743035,39.280944043343,,PARKING LOT-OUTSIDE,,1
07/31/2016,19:00:00,2A,0 S CHARLE ST,RAPE,O,OTHER,114.0,CENTRAL,DOWNTOWN,-76.615083736994,39.289474756328,,OTHER - OUTSIDE,,1
07/30/2016,03:00:00,2A,600 S LAKEWOOD AVE,RAPE,I,OTHER,214.0,SOUTHEAST,CANTON,-76.578516164492,39.285037251025,,ROW/TOWNHOUSE-OCC,,1
07/28/2016,03:00:00,2A,2200 W FAYETTE ST,RAPE,I,OTHER,714.0,WESTERN,PENROSE/FAYETTE ST OUTREACH,-76.65202375133,39.289230694286,,OTHER - INSIDE,,1
07/27/2016,15:30:00,2A,1900 N BROADWAY,RAPE,I,OTHER,312.0,EASTERN,SOUTH CLIFTON PARK,-76.59525273588801,39.312811919981,,SCHOOL,Eastern 1,1
07/27/2016,16:52:00,2A,3000 CHERRYLAND RD,RAPE,I,OTHER,922.0,SOUTHERN,CHERRY HILL,-76.62372914028,39.24853827309,,ROW/TOWNHOUSE-OCC,,1
07/27/2016,23:30:00,2A,700 S BOND ST,RAPE,I,OTHER,213.0,SOUTHEAST,FELLS POINT,-76.595131583253,39.28315279118,,ROW/TOWNHOUSE-OCC,,1
07/27/2016,01:01:00,2A,1300 BONAPARTE AVE,RAPE,O,OTHER,312.0,EASTERN,EAST BALTIMORE MIDWA,-76.598703967172,39.314697518314,,STREET,Eastern 1,1
07/23/2016,08:00:00,2B,2400 W NORTH AVE,RAPE,O,OTHER,331.0,EASTERN,MONDAWMIN,-76.58397168995,39.312680169566995,,STREET,Western,1
07/22/2016,19:30:00,2A,1000 N MOUNT ST,RAPE,I,OTHER,724.0,WESTERN,SANDTOWN-WINCHESTER,-76.644504024856,39.300310569471,,ROW/TOWNHOUSE-OCC,,1
07/21/2016,13:00:00,2A,3300 ERDMAN ST,RAPE,O,OTHER,434.0,NORTHEAST,BELAIR-EDISON,-76.57210668933699,39.320443852888,,ALLEY,Northeastern,1
07/21/2016,22:00:00,2A,4200 STANWOOD AVE,RAPE,I,OTHER,422.0,NORTHEAST,FRANKFORD,-76.56234578087,39.330472827323,,ROW/TOWNHOUSE-OCC,,1
07/16/2016,08:00:00,2A,2500 N ELLAMONT ST,RAPE,I,OTHER,624.0,NORTHWEST,HANLON/LONGWOOD,-76.671417550758,39.316046926689,,APT/CONDO - OCCUPIED,,1
07/15/2016,02:30:00,2A,1300 N WOODINGTON RD,RAPE,I,OTHER,821.0,SOUTHWEST,EDMONDSON VILLAGE,-76.68641821097201,39.302821992046,,ROW/TOWNHOUSE-OCC,,1
07/14/2016,05:30:00,2A,300 S STRICKER ST,RAPE,I,OTHER,935.0,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,-76.640671055349,39.284316462408,,OTHER/RESIDENTIAL,Tri-District,1
07/12/2016,23:00:00,2A,3700 LIBERTY HEIGHTS AVE,RAPE,O,OTHER,623.0,NORTHWEST,CALLAWAY-GARRISON,-76.678995596104,39.326487771111005,,STREET,,1
07/11/2016,19:30:00,2A,2600 ORLEANS ST,RAPE,I,OTHER,221.0,SOUTHEAST,MCELDERRY PARK,-76.58037518815,39.295780249889,,HOSP/NURS. HOME,,1
07/11/2016,01:15:00,2A,1800 PRESBURY ST,RAPE,I,OTHER,734.0,WESTERN,SANDTOWN-WINCHESTER,-76.646588861432,39.307822243649994,,OTHER/RESIDENTIAL,Western,1
07/11/2016,05:33:00,2A,100 REEDBIRD AVE,RAPE,O,OTHER,922.0,SOUTHERN,CHERRY HILL,-76.614974628819,39.249506860049,,STREET,,1
07/05/2016,17:53:00,2A,900 W PRATT ST,RAPE,O,OTHER,931.0,SOUTHERN,HOLLINS PARK,-76.632026375958,39.285934006819,,STREET,,1
07/05/2016,17:53:00,2A,900 W PRATT ST,RAPE,,OTHER,931.0,SOUTHERN,HOLLINS PARK,-76.632026375958,39.285934006819,,,,1
07/05/2016,15:00:00,2A,900 W 34TH ST,RAPE,I,OTHER,531.0,NORTHERN,HAMPDEN,-76.631281893793,39.328516177029,,OTHER/RESIDENTIAL,,1
07/05/2016,15:00:00,2A,900 W 34TH ST,RAPE,,OTHER,531.0,NORTHERN,HAMPDEN,-76.631281893793,39.328516177029,,,,1
07/04/2016,22:15:00,2A,1300 RAMSAY ST,RAPE,I,OTHER,935.0,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,-76.638204453787,39.283501717305995,,ROW/TOWNHOUSE-OCC,Tri-District,1
07/01/2016,17:00:00,2A,3800 BANK ST,RAPE,I,OTHER,225.0,SOUTHEAST,HUDSON-HIGHLANDTOWN,-76.565233672291,39.287769198190006,,OTHER/RESIDENTIAL,,1
