CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,vri_name1,Total Incidents
06/06/2020,21:10:00,1K,4500 E FAYETTE ST,HOMICIDE,Outside,KNIFE,232.0,SOUTHEAST,KRESSON,-76.559705766696,39.295231013357004,,PUBLIC AREA,,1
06/05/2020,21:33:00,1A,1700 GORSUCH AV,HOMICIDE,Outside,FIREARM,411.0,NORTHEAST,COLDSTREAM HOMESTEAD,-76.594122959952,39.320985892352,,STREET,,1
06/03/2020,00:45:00,1A,700 W SARATOGA ST,HOMICIDE,Outside,FIREARM,122.0,CENTRAL,POPPLETON,-76.627939063679,39.292784522564,,STREET,,1
06/02/2020,13:23:00,1A,800 MCKEAN AV,HOMICIDE,Inside,FIREARM,722.0,WESTERN,HARLEM PARK,-76.646684613685,39.298382713312996,,DWELLING,,1
06/02/2020,23:00:00,1A,5600 HADDON AV,HOMICIDE,Outside,FIREARM,634.0,NORTHWEST,GROVE PARK,-76.704238294157,39.337823647415,,STREET,,1
06/01/2020,01:08:00,1A,4700 LIBERTY HEIGHTS AV,HOMICIDE,Outside,FIREARM,622.0,NORTHWEST,HOWARD PARK,-76.695758955382,39.331494624342,,STREET,,1
06/01/2020,14:15:00,1A,600 HARWOOD AV,HOMICIDE,Outside,FIREARM,523.0,NORTHERN,MID-GOVANS,-76.60692686552,39.357626826772,,VEHICLE,,1
06/01/2020,21:30:00,1O,0 S GREENE ST,HOMICIDE,Inside,OTHER,121.0,CENTRAL,UNIVERSITY OF MARYLA,-76.623694842265,39.288377775121,,HOSPITAL,,1
05/31/2020,00:00:00,1A,4000 6TH ST,HOMICIDE,Inside,FIREARM,913.0,SOUTHERN,BROOKLYN,-76.603679433283,39.231700973697,,DWELLING,,1
05/30/2020,04:01:00,1A,300 KEY HWY,HOMICIDE,Outside,FIREARM,112.0,CENTRAL,INNER HARBOR,-76.609814833496,39.280774799297,,PUBLIC AREA,,1
05/30/2020,03:18:00,1A,2100 WILKENS AV,HOMICIDE,Inside,FIREARM,834.0,SOUTHWEST,CARROLLTON RIDGE,-76.649274243853,39.281302042782,,VEHICLE,Tri-District,1
05/30/2020,23:31:00,1A,3900 STOKES DR,HOMICIDE,Outside,FIREARM,821.0,SOUTHWEST,GWYNNS FALLS/LEAKIN PARK,-76.681262999906,39.300528499655,,STREET,,1
05/30/2020,17:23:00,1A,1500 PRESSTMAN ST,HOMICIDE,Outside,FIREARM,724.0,WESTERN,SANDTOWN-WINCHESTER,-76.64198411142101,39.305500936501005,,STREET,,1
05/29/2020,00:20:00,1A,500 N CURLEY ST,HOMICIDE,Outside,FIREARM,224.0,SOUTHEAST,CANTON,-76.575857956506,39.297033742897,,STREET,,1
05/26/2020,01:26:00,1A,2300 PRESBURY ST,HOMICIDE,Outside,FIREARM,723.0,WESTERN,COPPIN HEIGHTS/ASHBU,-76.65406192400799,39.307706153386995,,STREET,Western,1
05/25/2020,21:43:00,1A,3200 LIBERTY HEIGHTS AV,HOMICIDE,Outside,FIREARM,625.0,NORTHWEST,ASHBURTON,-76.66953752915201,39.323699152474,,STREET,,1
05/24/2020,18:59:00,1A,1700 E LAFAYETTE AV,HOMICIDE,Outside,FIREARM,314.0,EASTERN,BROADWAY EAST,-76.59370387627,39.310782992271,,STREET,Eastern 1,1
05/24/2020,18:59:00,1A,1700 E LAFAYETTE AV,HOMICIDE,Outside,FIREARM,314.0,EASTERN,BROADWAY EAST,-76.59370387627,39.310782992271,,STREET,Eastern 1,1
05/24/2020,20:06:00,1A,5200 FRANKFORD AV,HOMICIDE,Outside,FIREARM,443.0,NORTHEAST,FRANKFORD,-76.54094585503,39.325766172520005,,PARKING LOT,,1
05/24/2020,14:57:00,1A,5100 LITCHFIELD AV,HOMICIDE,Outside,FIREARM,613.0,NORTHWEST,LANGSTON HUGHES,-76.680286705252,39.346206347265,,STREET,,1
05/23/2020,21:44:00,1A,300 S Collins Av,HOMICIDE,Outside,FIREARM,824.0,SOUTHWEST,IRVINGTON,-76.683618147077,39.281663482679,,STREET,,1
05/23/2020,02:02:00,1A,3500 SPAULDING AV,HOMICIDE,Inside,FIREARM,532.0,NORTHWEST,LEVINDALE,-76.677580629416,39.346452721229994,,DWELLING,Northwestern,1
05/22/2020,10:33:00,1A,4200 NORFOLK AV,HOMICIDE,Outside,FIREARM,624.0,NORTHWEST,WEST FOREST PARK,-76.688198712726,39.323243895412,,STREET,,1
05/21/2020,21:08:00,1A,100 S MORLEY ST,HOMICIDE,Inside,FIREARM,835.0,SOUTHWEST,SAINT JOSEPHS,-76.67590639980699,39.285093385178,,DWELLING,,1
05/19/2020,14:40:00,1A,2600 E FAYETTE ST,HOMICIDE,Outside,FIREARM,221.0,SOUTHEAST,MCELDERRY PARK,-76.580539914729,39.29454656130999,,STREET,,1
05/14/2020,00:08:00,1A,100 VIOLET HILL WHITE WY,HOMICIDE,Outside,FIREARM,122.0,CENTRAL,POPPLETON,-76.627945506548,39.290183037716,,STREET,,1
05/13/2020,18:32:00,1A,300 E UNIVERSITY PKWY,HOMICIDE,Outside,FIREARM,512.0,NORTHERN,OAKENSHAWE,-76.612695752088,39.329268385618,,ALLEY,,1
05/13/2020,21:54:00,1A,400 E 21ST ST,HOMICIDE,Outside,FIREARM,311.0,EASTERN,BARCLAY,-76.610999671179,39.313535994924,,STREET,,1
05/12/2020,21:52:00,1A,500 W HOFFMAN ST,HOMICIDE,Outside,FIREARM,123.0,CENTRAL,UPTON,-76.62664042347299,39.300382255892,,STREET,Central,1
05/10/2020,16:29:00,1A,1400 E COLD SPRING LA,HOMICIDE,Outside,FIREARM,413.0,NORTHEAST,NEW NORTHWOOD,-76.593604468252,39.345872289892,,COMMON BUSINESS,,1
05/08/2020,16:31:00,1A,1300 N LAKEWOOD AV,HOMICIDE,Outside,FIREARM,332.0,EASTERN,BEREA,-76.579967400206,39.305987735475995,,STREET,Eastern 2,1
05/07/2020,23:50:00,1A,2100 AIKEN ST,HOMICIDE,Outside,FIREARM,232.0,EASTERN,BAYVIEW,-76.600653595257,39.313944096058,,STREET,Eastern 1,1
05/07/2020,22:44:00,1A,2500 E BIDDLE ST,HOMICIDE,Outside,FIREARM,332.0,EASTERN,BIDDLE STREET,-76.58259533678999,39.304823701273,,PUBLIC AREA,Eastern 2,1
05/06/2020,14:13:00,1A,2400 BRIDGEHAMPTON DR,HOMICIDE,Inside,FIREARM,423.0,NORTHEAST,HARFORD-ECHODALE-PER,-76.564918379514,39.37033431362,,DWELLING,,1
05/06/2020,14:13:00,1A,2400 BRIDGEHAMPTON DR,HOMICIDE,Inside,FIREARM,423.0,NORTHEAST,HARFORD-ECHODALE-PER,-76.564918379514,39.37033431362,,DWELLING,,1
05/06/2020,19:33:00,1A,4300 FLOWERTON RD,HOMICIDE,Outside,FIREARM,822.0,SOUTHWEST,ROGNEL HEIGHTS,-76.689636501301,39.297075418695,,STREET,,1
05/05/2020,07:38:00,1A,1900 MCHENRY ST,HOMICIDE,Outside,FIREARM,934.0,SOUTHERN,CARROLLTON RIDGE,-76.646785313249,39.284315225699004,,ALLEY,Tri-District,1
05/05/2020,16:40:00,1A,4800 CORDELIA AV,HOMICIDE,Outside,FIREARM,613.0,NORTHWEST,LANGSTON HUGHES,-76.678255153305,39.34229956557,,STREET,Northwestern,1
05/05/2020,13:51:00,1A,2200 RUSKIN AV,HOMICIDE,Outside,FIREARM,731.0,WESTERN,WOODBROOK,-76.648166856804,39.31485640386,,STREET,Western,1
05/05/2020,10:00:00,1O,1900 W PRATT ST,HOMICIDE,Outside,OTHER,121.0,SOUTHERN,UNIVERSITY OF MARYLA,-76.646834242845,39.285233858596,,STREET,Tri-District,1
05/04/2020,23:00:00,1A,100 S MONROE ST,HOMICIDE,Outside,FIREARM,934.0,SOUTHERN,CARROLLTON RIDGE,-76.646871020597,39.286100364636,,STREET,Tri-District,1
05/03/2020,21:44:00,1A,600 MOUNT HOLLY ST,HOMICIDE,Outside,FIREARM,815.0,SOUTHWEST,EDMONDSON VILLAGE,-76.679837928297,39.29396084855,,PUBLIC AREA,,1
05/03/2020,21:44:00,1A,600 MOUNT HOLLY ST,HOMICIDE,Outside,FIREARM,815.0,SOUTHWEST,EDMONDSON VILLAGE,-76.679837928297,39.29396084855,,PUBLIC AREA,,1
05/02/2020,09:37:00,1A,3300 GARRISON BLVD,HOMICIDE,Outside,FIREARM,621.0,NORTHWEST,CENTRAL FOREST PARK,-76.682666278459,39.326408679187004,,COMMON BUSINESS,,1
04/27/2020,14:57:00,1A,1300 SHELLBANKS RD,HOMICIDE,Outside,FIREARM,922.0,SOUTHERN,CHERRY HILL,-76.6319028085,39.25055067198,,STREET,,1
04/27/2020,23:23:00,1A,5300 SINCLAIR LA,HOMICIDE,Inside,FIREARM,443.0,NORTHEAST,FRANKFORD,-76.541547531237,39.32368869125,,DWELLING,,1
04/27/2020,12:08:00,1K,2000 BAKER ST,HOMICIDE,Inside,KNIFE,735.0,WESTERN,EASTERWOOD,-76.650565475468,39.306438618031,,DWELLING,Western,1
04/23/2020,09:29:00,1A,4500 WAKEFIELD RD,HOMICIDE,Inside,FIREARM,624.0,NORTHWEST,WEST FOREST PARK,-76.691826990013,39.3191298394,,DWELLING,,1
04/22/2020,00:49:00,1A,400 FONTHILL AV,HOMICIDE,Outside,FIREARM,832.0,SOUTHWEST,GWYNNS FALLS,-76.683427276311,39.283380766297,,STREET,,1
04/21/2020,17:05:00,1O,5500 THE ALAMEDA,HOMICIDE,Inside,OTHER,523.0,NORTHERN,CAMERON VILLAGE,-76.596827908086,39.355719329193,,DWELLING,,1
04/19/2020,00:17:00,1A,2300 EVERGREEN ST,HOMICIDE,Outside,FIREARM,724.0,WESTERN,SANDTOWN-WINCHESTER,-76.66054803107299,39.313657782842,,STREET,,1
04/12/2020,19:43:00,1K,3900 MAINE AV,HOMICIDE,Outside,KNIFE,621.0,NORTHWEST,CENTRAL FOREST PARK,-76.682679252753,39.326124546332004,,ALLEY,,1
04/11/2020,00:27:00,1K,2200 HIGHVIEW AV,HOMICIDE,Outside,KNIFE,434.0,NORTHEAST,4X4,-76.57587894191,39.31652931675,,STREET,,1
04/10/2020,16:05:00,1A,3600 S HANOVER ST,HOMICIDE,Outside,FIREARM,912.0,SOUTHERN,BROOKLYN,-76.60961579586099,39.238499296838,,STREET,,1
04/10/2020,12:36:00,1A,3600 9TH ST,HOMICIDE,Outside,FIREARM,913.0,SOUTHERN,BROOKLYN,-76.598343184759,39.233837081905996,,STREET,Brooklyn,1
04/10/2020,16:05:00,1A,3600 S HANOVER ST,HOMICIDE,Outside,FIREARM,912.0,SOUTHERN,BROOKLYN,-76.60961579586099,39.238499296838,,STREET,,1
04/09/2020,20:00:00,1A,1700 DARLEY AV,HOMICIDE,Outside,FIREARM,312.0,EASTERN,DARLEY PARK,-76.593703901326,39.314794038902,,STREET,Eastern 1,1
04/07/2020,04:02:00,1A,1500 PRESSER CT,HOMICIDE,Outside,FIREARM,734.0,WESTERN,SANDTOWN-WINCHESTER,-76.64359875717301,39.30542695643,,STREET,,1
04/06/2020,02:36:00,1A,400 N MONTFORD AV,HOMICIDE,Outside,FIREARM,221.0,SOUTHEAST,MCELDERRY PARK,-76.583571796006,39.295637847891,,STREET,,1
04/04/2020,02:44:00,1A,1100 S CHARLES ST,HOMICIDE,Inside,FIREARM,942.0,SOUTHERN,FEDERAL HILL/MONTGOM,-76.614240199192,39.275808940256,,DWELLING,,1
04/02/2020,16:17:00,1A,4300 REISTERSTOWN RD,HOMICIDE,Inside,FIREARM,613.0,NORTHWEST,TOWANDA-GRANTLEY,-76.667754487573,39.338577341437,,COMMON BUSINESS,,1
04/01/2020,23:00:00,1A,4700 YELLOWWOOD AV,HOMICIDE,Outside,FIREARM,533.0,NORTHERN,COLDSPRING,-76.654972906953,39.345874093047,,VEHICLE,,1
04/01/2020,20:55:00,1A,2700 GREENMOUNT AV,HOMICIDE,Outside,FIREARM,513.0,NORTHERN,HARWOOD,-76.60953190272,39.320977844968,,STREET,,1
03/30/2020,00:00:00,1A,2400 TOLLEY ST,HOMICIDE,Outside,FIREARM,831.0,SOUTHWEST,MORRELL PARK,-76.648304354866,39.266387619788,,STREET,,1
03/29/2020,17:00:00,1A,800 N LINWOOD AV,HOMICIDE,Outside,FIREARM,333.0,EASTERN,MADISON EASTEND,-76.57678178139,39.300164322768005,,STREET,,1
03/28/2020,21:39:00,1A,1100 WASHINGTON BLVD,HOMICIDE,Outside,FIREARM,932.0,SOUTHERN,WASHINGTON VILLAGE,-76.632626786256,39.282905598282,,STREET,,1
03/27/2020,21:00:00,1A,1900 E OLIVER ST,HOMICIDE,Outside,FIREARM,331.0,EASTERN,BROADWAY EAST,-76.591015696899,39.307704033133,,STREET,,1
03/27/2020,23:50:00,1A,3600 5TH ST,HOMICIDE,Inside,FIREARM,913.0,SOUTHERN,BROOKLYN,-76.604248914354,39.236140585538,,DWELLING,Brooklyn,1
03/25/2020,12:15:00,1A,3000 OAKLEY AV,HOMICIDE,Outside,FIREARM,614.0,NORTHWEST,CENTRAL PARK HEIGHTS,-76.670382568271,39.347932485399,,STREET,,1
03/25/2020,12:15:00,1A,3000 OAKLEY AV,HOMICIDE,Outside,FIREARM,614.0,NORTHWEST,CENTRAL PARK HEIGHTS,-76.670382568271,39.347932485399,,STREET,,1
03/23/2020,16:57:00,1A,3900 RIDGEWOOD AV,HOMICIDE,Outside,FIREARM,623.0,NORTHWEST,DOLFIELD,-76.683371860231,39.336771476147,,DWELLING,,1
03/17/2020,16:52:00,1A,4900 REISTERSTOWN RD,HOMICIDE,Outside,FIREARM,613.0,NORTHWEST,LANGSTON HUGHES,-76.678111898351,39.342301350255,,PUBLIC AREA,Northwestern,1
03/16/2020,15:38:00,1A,400 S LEHIGH ST,HOMICIDE,Outside,FIREARM,233.0,SOUTHEAST,GREEKTOWN,-76.558166322855,39.287926718511,,STREET,,1
03/16/2020,12:41:00,1A,600 MCCABE AV,HOMICIDE,Outside,FIREARM,524.0,NORTHERN,WOODBOURNE MCCABE,-76.60793097592399,39.352698892109,,STREET,,1
03/15/2020,04:24:00,1A,1300 N WOODINGTON RD,HOMICIDE,Inside,FIREARM,821.0,SOUTHWEST,EDMONDSON VILLAGE,-76.68629902823301,39.302860120606,,DWELLING,,1
03/15/2020,14:44:00,1A,800 HERNDON CT,HOMICIDE,Outside,FIREARM,913.0,SOUTHERN,BROOKLYN,-76.601297214719,39.230442224291004,,STREET,,1
03/13/2020,21:37:00,1A,700 N ROSE ST,HOMICIDE,Outside,FIREARM,333.0,EASTERN,MILTON-MONTFORD,-76.58165029597801,39.298922847866,,STREET,Eastern 2,1
03/09/2020,01:39:00,1A,2200 FLEETWOOD AV,HOMICIDE,Outside,FIREARM,423.0,NORTHEAST,HARFORD-ECHODALE-PER,-76.571361407979,39.367149618701,,PUBLIC AREA,,1
03/07/2020,17:55:00,1A,2300 TIOGA PKWY,HOMICIDE,Outside,FIREARM,611.0,NORTHWEST,LIBERTY SQUARE,-76.65438444125999,39.31981829981,,STREET,,1
03/04/2020,10:13:00,1A,5400 JAMESTOWNE CT,HOMICIDE,Outside,FIREARM,823.0,SOUTHWEST,WESTGATE,-76.708437743232,39.282708730807,,DWELLING,,1
02/28/2020,22:13:00,1A,2500 E BIDDLE ST,HOMICIDE,Outside,FIREARM,331.0,EASTERN,BEREA,-76.58259533678999,39.304823701273,,STREET,Eastern 2,1
02/28/2020,22:54:00,1A,2500 GIBBONS AV,HOMICIDE,Inside,FIREARM,423.0,NORTHEAST,HARFORD-ECHODALE-PER,-76.567042841126,39.354572621114,,DWELLING,,1
02/27/2020,01:10:00,1O,2900 EDMONDSON AV,HOMICIDE,Outside,OTHER,814.0,SOUTHWEST,FRANKLINTOWN ROAD,-76.665001187811,39.294539388579004,,STREET,,1
02/26/2020,18:04:00,1A,1800 N CAREY ST,HOMICIDE,Inside,FIREARM,734.0,WESTERN,SANDTOWN-WINCHESTER,-76.64372002379001,39.309692117392004,,VEHICLE,Western,1
02/24/2020,13:00:00,1A,2900 N DUKELAND ST,HOMICIDE,Outside,FIREARM,611.0,NORTHWEST,HANLON/LONGWOOD,-76.664974040286,39.319005077813,,STREET,,1
02/23/2020,15:46:00,1A,1500 MAY CT,HOMICIDE,Outside,FIREARM,212.0,SOUTHEAST,DUNBAR,-76.597275148961,39.294393347735,,PUBLIC HOUSING,,1
02/19/2020,23:19:00,1A,800 SHOWELL CT,HOMICIDE,Outside,FIREARM,313.0,EASTERN,JOHNSTON SQUARE,-76.60600162621199,39.304152670046,,STREET,,1
02/16/2020,09:00:00,1A,400 E 21ST ST,HOMICIDE,Outside,FIREARM,311.0,EASTERN,BARCLAY,-76.610999671179,39.313535994924,,STREET,,1
02/13/2020,17:56:00,1A,1300 WESTERN AV,HOMICIDE,Outside,FIREARM,922.0,SOUTHERN,MIDDLE BRANCH/REEBIRD PARKS,-76.64460595824299,39.271426288525,,PARKING LOT,,1
02/12/2020,16:16:00,1A,600 WYANOKE AVE,HOMICIDE,Outside,FIREARM,525.0,NORTHERN,PEN LUCY,-76.60730857226301,39.337389949441,,STREET,,1
02/10/2020,13:06:00,1A,800 W LEXINGTON ST,HOMICIDE,Outside,FIREARM,712.0,WESTERN,POPPLETON,-76.630145299513,39.291181108861,,STREET,,1
02/10/2020,20:13:00,1A,2400 TOLLEY ST,HOMICIDE,Outside,FIREARM,831.0,SOUTHWEST,MORRELL PARK,-76.648304354866,39.266387619788,,STREET,,1
02/10/2020,12:57:00,1K,6400 WALTHER AV,HOMICIDE,Inside,KNIFE,425.0,NORTHEAST,ROSEMONT AVENUE,-76.541539848797,39.356092530639,,DWELLING,,1
02/10/2020,15:34:00,1A,800 BETHUNE RD,HOMICIDE,Outside,FIREARM,922.0,SOUTHERN,CHERRY HILL,-76.620919814622,39.24532143722,,STREET,,1
02/10/2020,02:21:00,1A,400 E BALTIMORE ST,HOMICIDE,Outside,FIREARM,111.0,CENTRAL,DOWNTOWN,-76.610147830682,39.289801814476,,STREET,,1
02/10/2020,15:34:00,1A,800 BETHUNE RD,HOMICIDE,Outside,FIREARM,922.0,SOUTHERN,CHERRY HILL,-76.620919814622,39.24532143722,,STREET,,1
02/09/2020,10:30:00,1A,900 COPPIN CT,HOMICIDE,Outside,FIREARM,922.0,SOUTHERN,CHERRY HILL,-76.624359301267,39.245428801266996,,PARKING LOT,,1
02/07/2020,16:41:00,1A,1700 W LANVALE ST,HOMICIDE,Outside,FIREARM,713.0,WESTERN,HARLEM PARK,-76.644368197149,39.2977349358,,VEHICLE,,1
02/07/2020,13:13:00,1A,1300 W FRANKLIN ST,HOMICIDE,Outside,FIREARM,713.0,WESTERN,HARLEM PARK,-76.638514133488,39.29424244835,,STREET,Central,1
02/07/2020,17:12:00,1A,300 MASON CT,HOMICIDE,Outside,FIREARM,211.0,SOUTHEAST,PERKINS HOMES,-76.595898385554,39.287444614446,,STREET,,1
02/05/2020,12:56:00,1A,2900 GRINDON AV,HOMICIDE,Outside,FIREARM,421.0,NORTHEAST,LAURAVILLE,-76.571938426162,39.342624611371996,,STREET,,1
02/03/2020,13:25:00,1A,500 S BENTALOU ST,HOMICIDE,Outside,FIREARM,834.0,SOUTHWEST,CARROLLTON RIDGE,-76.65257233907501,39.281353517261,,STREET,Tri-District,1
02/02/2020,02:55:00,1A,2200 W SARATOGA ST,HOMICIDE,Outside,FIREARM,714.0,WESTERN,PENROSE/FAYETTE ST OUTREACH,-76.651748293714,39.29190281765,,VEHICLE,,1
01/30/2020,14:14:00,1A,100 N SMALLWOOD ST,HOMICIDE,Outside,FIREARM,332.0,WESTERN,BEREA,-76.651616017249,39.289680147012,,STREET,,1
01/30/2020,22:10:00,1A,300 S SPRING ST,HOMICIDE,Inside,FIREARM,211.0,SOUTHEAST,FELLS POINT,-76.597657225433,39.286269158622,,DWELLING,,1
01/28/2020,16:48:00,1A,3900 W BELVEDERE AV,HOMICIDE,Outside,FIREARM,633.0,NORTHWEST,ARLINGTON,-76.68204723484399,39.34472954866,,STREET,Northwestern,1
01/26/2020,13:30:00,1A,2000 BRYANT AV,HOMICIDE,Outside,FIREARM,731.0,WESTERN,MONDAWMIN,-76.651588581046,39.315072276738,,STREET,Western,1
01/23/2020,21:27:00,1A,3600 BRENDAN AV,HOMICIDE,Outside,FIREARM,432.0,NORTHEAST,BELAIR-EDISON,-76.567283453926,39.318146635951,,STREET,,1
01/21/2020,12:02:00,1A,1200 N BENTALOU ST,HOMICIDE,Outside,FIREARM,723.0,WESTERN,BRIDGEVIEW/GREENLAWN,-76.653691389909,39.301793204587,,STREET,,1
01/21/2020,12:02:00,1A,1200 N BENTALOU ST,HOMICIDE,Outside,FIREARM,723.0,WESTERN,BRIDGEVIEW/GREENLAWN,-76.653691389909,39.301793204587,,STREET,,1
01/21/2020,21:30:00,1A,2800 SAINT LO DR,HOMICIDE,Outside,FIREARM,431.0,NORTHEAST,CLIFTON PARK,,,,PARKING LOT,,1
01/18/2020,21:48:00,1A,1400 N MONTFORD AV,HOMICIDE,Outside,FIREARM,331.0,EASTERN,BROADWAY EAST,-76.58428486952799,39.3068813909,,VEHICLE,,1
01/18/2020,11:32:00,1A,1800 HOLLINS ST,HOMICIDE,Outside,FIREARM,934.0,SOUTHERN,FRANKLIN SQUARE,-76.645249210763,39.287427888684,,STREET,Tri-District,1
01/17/2020,02:06:00,1A,3600 KENYON AV,HOMICIDE,Outside,FIREARM,432.0,NORTHEAST,BELAIR-EDISON,-76.562826637749,39.319594136732995,,STREET,,1
01/15/2020,15:47:00,1A,2800 EDMONDSON AV,HOMICIDE,Outside,FIREARM,721.0,WESTERN,MOSHER,-76.663044927981,39.294555965043,,STREET,,1
01/15/2020,12:36:00,1A,200 W BALTIMORE ST,HOMICIDE,Outside,FIREARM,114.0,CENTRAL,DOWNTOWN,-76.617843482388,39.28950567209,,STREET,,1
01/14/2020,00:00:00,1A,1400 E FAYETTE ST,HOMICIDE,Outside,FIREARM,212.0,SOUTHEAST,WASHINGTON HILL,-76.598504070964,39.292983805305,,PUBLIC AREA,,1
01/14/2020,18:22:00,1A,1100 E BELVEDERE AV,HOMICIDE,Outside,FIREARM,522.0,NORTHERN,GLEN OAKS,-76.596416574744,39.36036730212,,STREET,,1
01/11/2020,22:30:00,1A,100 N KOSSUTH ST,HOMICIDE,Outside,FIREARM,835.0,SOUTHWEST,SAINT JOSEPHS,-76.673671000196,39.288494712634,,STREET,,1
01/11/2020,20:25:00,1A,3400 CLIFTMONT AV,HOMICIDE,Outside,FIREARM,232.0,NORTHEAST,BAYVIEW,-76.567623083808,39.319146008387,,STREET,Northeastern,1
01/11/2020,14:30:00,1A,1400 BROENING HWY,HOMICIDE,Outside,FIREARM,231.0,SOUTHEAST,MEDFORD,-76.54377623588199,39.277811565731,,STREET,,1
01/11/2020,02:31:00,1A,800 N Patterson Park Av,HOMICIDE,Outside,FIREARM,321.0,EASTERN,MIDDLE EAST,-76.585256030643,39.299840174672,,VEHICLE,Eastern 2,1
01/11/2020,22:46:00,1A,1800 BLOOMINGDALE RD,HOMICIDE,Outside,FIREARM,813.0,SOUTHWEST,ROSEMONT,-76.669733449522,39.307955684091,,ALLEY,,1
01/09/2020,22:16:00,1A,4600 HARCOURT RD,HOMICIDE,Outside,FIREARM,426.0,NORTHEAST,MORAVIA-WALTHER,-76.564601721182,39.338528720814,,STREET,,1
01/07/2020,20:58:00,1A,300 S BENTALOU ST,HOMICIDE,Outside,FIREARM,834.0,SOUTHWEST,MILL HILL,-76.65270962281299,39.283965181879,,STREET,Tri-District,1
01/06/2020,16:50:00,1O,800 WILBERT AV,HOMICIDE,Inside,OTHER,524.0,NORTHERN,WILSON PARK,-76.604192399474,39.344993592251,,DWELLING,,1
01/05/2020,20:41:00,1A,1400 MOUNTMOR CT,HOMICIDE,Inside,FIREARM,734.0,WESTERN,SANDTOWN-WINCHESTER,-76.644440032562,39.304574302907,,DWELLING,,1
01/02/2020,02:26:00,1K,3500 CHESTERFIELD AV,HOMICIDE,Inside,KNIFE,432.0,NORTHEAST,BELAIR-EDISON,-76.564244948103,39.320673221208,,DWELLING,Northeastern,1
01/02/2020,17:56:00,1A,3400 DUVALL AV,HOMICIDE,Outside,FIREARM,624.0,NORTHWEST,HANLON/LONGWOOD,-76.674870606228,39.320395401339,,STREET,,1
12/31/2019,08:12:00,1A,2400 WILGREY CT,HOMICIDE,Outside,FIREARM,921.0,SOUTHERN,WESTPORT,-76.641898441978,39.263590692756,,VACANT DWELLING,,1
12/30/2019,19:50:00,1A,500 E 43RD ST,HOMICIDE,Inside,FIREARM,525.0,NORTHERN,WILSON PARK,-76.609505598222,39.341107901778,,DWELLING,,1
12/30/2019,19:50:00,1A,500 E 43RD ST,HOMICIDE,Inside,FIREARM,525.0,NORTHERN,WILSON PARK,-76.609505598222,39.341107901778,,DWELLING,,1
12/30/2019,23:02:00,1A,2000 EAGLE ST,HOMICIDE,Outside,FIREARM,934.0,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,-76.64759614248399,39.280982771092,,GARAGE,,1
12/30/2019,19:50:00,1A,500 E 43RD ST,HOMICIDE,Inside,FIREARM,525.0,NORTHERN,WILSON PARK,-76.609505598222,39.341107901778,,DWELLING,,1
12/28/2019,22:50:00,1A,3400 DUDLEY AV,HOMICIDE,Outside,FIREARM,432.0,NORTHEAST,BELAIR-EDISON,-76.563995756169,39.322608742465,,STREET,Northeastern,1
12/26/2019,10:00:00,1O,2400 LOUISE AV,HOMICIDE,Inside,OTHER,423.0,NORTHEAST,HARFORD-ECHODALE-PER,-76.566026532783,39.362834695026,,DWELLING,,1
12/26/2019,22:00:00,1A,1800 W PRATT ST,HOMICIDE,Outside,FIREARM,934.0,SOUTHERN,CARROLLTON RIDGE,-76.64510699121101,39.285314027553,,STREET,Tri-District,1
12/26/2019,01:44:00,1K,1400 MAY CT,HOMICIDE,Inside,KNIFE,212.0,SOUTHEAST,DUNBAR,-76.598813647417,39.294334852583,,PUBLIC HOUSING,,1
12/26/2019,23:18:00,1A,4300 FURLEY AV,HOMICIDE,Outside,FIREARM,443.0,NORTHEAST,FRANKFORD,-76.55808721721999,39.331920040217,,STREET,,1
12/22/2019,17:25:00,1A,100 N KENWOOD AV,HOMICIDE,Inside,FIREARM,222.0,SOUTHEAST,BALTIMORE-LINWOOD,-76.577664436595,39.294015923923,,COMMON BUSINESS,,1
12/22/2019,21:27:00,1A,5300 YORK RD,HOMICIDE,Outside,FIREARM,523.0,NORTHERN,HOMELAND,-76.609918311146,39.354408895161,,STREET,,1
12/21/2019,18:13:00,1A,200 N MILTON AV,HOMICIDE,Inside,FIREARM,221.0,SOUTHEAST,MCELDERRY PARK,-76.581995634548,39.294920584551,,COMMON BUSINESS,,1
12/21/2019,21:12:00,1A,500 N LINWOOD AV,HOMICIDE,Outside,FIREARM,221.0,SOUTHEAST,MCELDERRY PARK,-76.57659985393,39.297521288573996,,STREET,,1
12/19/2019,09:00:00,1A,1200 E BELVEDERE AV,HOMICIDE,Inside,FIREARM,414.0,NORTHEAST,RAMBLEWOOD,-76.593304532096,39.360690938768,,DWELLING,,1
12/18/2019,17:57:00,1A,2300 E NORTHERN PKWY,HOMICIDE,Outside,FIREARM,423.0,NORTHEAST,HARFORD-ECHODALE-PER,-76.566971664073,39.36850624271,,PARKING LOT,,1
12/18/2019,21:52:00,1A,1400 UNION AV,HOMICIDE,Outside,FIREARM,531.0,NORTHERN,HAMPDEN,-76.638585379844,39.332687798811,,ALLEY,,1
12/17/2019,12:05:00,1A,900 ENSOR ST,HOMICIDE,Outside,FIREARM,324.0,EASTERN,OLDTOWN,-76.60370975516999,39.300111648723004,,STREET,,1
